cid,text,time,author,channel,votes,replies,photo,heart,reply,time_parsed,sentiment
Ugzij1sKeMrCDG6YJLJ4AaABAg,BMW M3 👍,3 years ago,@petertsalavoutas3995,UCbt5xImMDVjWSklWMsjNX4g,0,,https://yt3.ggpht.com/ytc/AIdro_n8UJ8lhiZAiy5LCPTCGvmnAxAA9Z8NkJFXJgQ81aM2ypo=s88-c-k-c0x00ffffff-no-rj,False,False,1656578801.013979,Neutral
UgxmAdeHQzjcyeMmgSx4AaABAg,That green SUV looks nice.,3 years ago,@MrParadigm1981,UC-JwC-uWhmhJyf_HMAYkY7A,0,,https://yt3.ggpht.com/ytc/AIdro_nSemn9shH0m4R4hgZrBrafCVZ547nyrF_XSkKCOQ0=s88-c-k-c0x00ffffff-no-rj,False,False,1656578801.013979,Positive
Ugzf6y9_2HToFWpzUG54AaABAg,"The M3 is dope! But the Porsche wins my heart every time .  Incredible, sub 4-sec 0-60 from base model 😂 🤣",3 years ago,@bayelrey8028,UC9QoWw4USgdI_9RwsFG7Q6g,6,,https://yt3.ggpht.com/qXMvDNfPBSc_H8X3vOaEgrlVWu5IyDRza1DwJpmR_GrOgYUqJk6Lhn90WVWb3QHgNJpuN-52DJU=s88-c-k-c0x00ffffff-no-rj,False,False,1656578801.013979,Positive
UgwXwoP9JxBD10TT9Hp4AaABAg,Congratulations Matt!,3 years ago,@Intrep1dMind,UCvcCPBDAaE9x-jSYv64HRag,0,,https://yt3.ggpht.com/Z38XnaFkXoxX6tm7ioSbVJf8wOK-X2z2g1nP6aBg2rrkD1UU0A1KNAUGWFRQ9VejnB4dc-IAxyo=s88-c-k-c0x00ffffff-no-rj,False,False,1656578801.013979,Positive
UgwZnOPx_tsut7QozM54AaABAg,Fistable door mirrors lol,3 years ago,@sammygirlie345,UCgRKwE6WOzM4dTHNSPku2Lw,0,,https://yt3.ggpht.com/h17XwsfWntsvTWLexaaFQcCty6wfbAgKXHDX_WO360t0RSGXX32-euJcSWGPxY2604-4yjEZ=s88-c-k-c0x00ffffff-no-rj,False,False,1656578801.013979,Positive
UgyAot2DsSjBcUkuzqZ4AaABAg,"Jeremy Clarkson: Of course the bird will come when you driving the 911 , because it's a beetle.....LOL",3 years ago (edited),@c340861234,UCZ8mxValNfvJ2iMRP_sNXCA,0,,https://yt3.ggpht.com/ytc/AIdro_nxKVp2osMemkqiqAEy6jXxqE8yJqMdylyYbFncjns=s88-c-k-c0x00ffffff-no-rj,False,False,1656578801.027143,Neutral
UgzagYfa8JOmwF_CMUx4AaABAg,"The amuck visitor intrinsically transport because climb constitutively sparkle out a meek timpani. sweltering, venomous instruction",3 years ago,@fuaxhzu964,UCoYqBuG0uDVqr7EX1FyuJWg,0,,https://yt3.ggpht.com/ytc/AIdro_nJimSmTuILlAmms-Vhss5QABGPOs5SlJeaUhih1m3WbQ=s88-c-k-c0x00ffffff-no-rj,False,False,1656578801.027143,Positive
UgzNd0W-gwKGzAticml4AaABAg,"Omg!!!! Its not even close, the fugly factor of the BMW makes the 911 the clear winner.",3 years ago,@NEbusandmotorcoach,UCnQ9DFHXsLIDj0Jvc857yoQ,0,,https://yt3.ggpht.com/dymWmW75Hj6Wz0itVAU_YPNMwwySvxHMRwvj28HKxSPWaxd1FaBryWPEzhhem7U4pjKKD4P_wg=s88-c-k-c0x00ffffff-no-rj,False,False,1656578801.027143,Positive
UgweHgrDJpkfMcaG44t4AaABAg,Is Porsche even serious?  That sound is worse than Tesla.,3 years ago,@FFE-js2zp,UC0NTRFpKyOuFgF0RWbkcA-Q,3,,https://yt3.ggpht.com/ytc/AIdro_n3eVOL8DFJo1Jg3Hgh_CSfaqhg0s1u1TB70B0YXJU=s88-c-k-c0x00ffffff-no-rj,False,False,1656578801.027143,Negative
Ugz2z0CAzFPXAN-m_b54AaABAg.9QGwZXVrPFz9QJr6X6FHPN,Didnt he say get a descent car and a descent car is a porsche,3 years ago,@flywithtb5005,UCssatZu7uLvZykxM_DMiBIg,2,,https://yt3.ggpht.com/fVvQm3MftSv99JX3-bxIabZGZR4D-z-v2-vAHThWNX-67HFFXLBMMrPsKK5TV2VroVW2jdEK_yw=s88-c-k-c0x00ffffff-no-rj,False,True,1656578802.78641,Neutral
Ugz2z0CAzFPXAN-m_b54AaABAg.9QGwZXVrPFz9QJsLzywt9R,Dream car is porsche 993 turbo !,3 years ago,@nicolasdelaet7881,UCfaBqnYk9gqjXdxd9DJcNpQ,2,,https://yt3.ggpht.com/AFwkP4Pv-9ZeiNQbsDkfUQYIqt_ZhNvbGI1wuoo1-Ntdu-8sjxg1eWQkgtgGvoQZ2Ejp2Lpchg=s88-c-k-c0x00ffffff-no-rj,False,True,1656578802.78641,Positive
Ugz2z0CAzFPXAN-m_b54AaABAg.9QGwZXVrPFz9QK0X8rdxka, @flywithtb5005  https://www.youtube.com/watch?v=tP-zkvBjflM&t=984s check at min 39:10. Exactly what he said =),3 years ago (edited),@izidor,UC54dyiu35968o_D4aYdiyuw,0,,https://yt3.ggpht.com/ytc/AIdro_n45luxHO71b04EDZmrVMnh0u50Wdc6BXKF_3TpNcM=s88-c-k-c0x00ffffff-no-rj,False,True,1656578802.78641,Positive
Ugx02jv3U0zK9o8WMJl4AaABAg,The real race is to the bottom in repair costs.,3 years ago,@FFE-js2zp,UC0NTRFpKyOuFgF0RWbkcA-Q,1,,https://yt3.ggpht.com/ytc/AIdro_n3eVOL8DFJo1Jg3Hgh_CSfaqhg0s1u1TB70B0YXJU=s88-c-k-c0x00ffffff-no-rj,False,False,1656578804.592744,Neutral
UgwZx2MCo69NWLTdvVt4AaABAg,"**Grammatikfehler: ich bin  ""ein""   Berliner",3 years ago,@pertruccisw.341,UCtJKi_LlhG2V5HnCuM09xtA,0,,https://yt3.ggpht.com/ytc/AIdro_m0hcxIWB3eNAdwRJEJkm2QTebNGmSwVRS_MTtqXH5S4A=s88-c-k-c0x00ffffff-no-rj,False,False,1656578804.597562,Neutral
UgwnYFCfDcJq28Us9Il4AaABAg,M3 look sick,3 years ago,@aldinn.m,UCZVuBONjbRoE7RFRDTQG9GA,0,,https://yt3.ggpht.com/ytc/AIdro_mIHUFLzbfotGdVVfX43UdIus1HKTcVvqMds0cqXk6RfxI=s88-c-k-c0x00ffffff-no-rj,False,False,1656578804.599681,Negative
UgyQ-s-B-taKm0ddrD94AaABAg,we rlly didnt need this video,3 years ago,@SaeedAbdullaXO,UCJ52Tgj-18zNQRkej0NV7kA,0,,https://yt3.ggpht.com/bisSFEJMTBhREuW0iFJf1_qQz_SRAYyAkfa69Ajn7O-nE-yom41a8DaKLSFMvfKUys-UXXgMtQ=s88-c-k-c0x00ffffff-no-rj,False,False,1656578804.601212,Neutral
Ugzehkr-5bF5sD6D8nR4AaABAg,"Ja, I am German. But NEIN NEIN NEIN will I ever watch German Carwow instead of the original, ne?",3 years ago,@totwiedisco,UC4eKNT4TRfgoFtj1sVC-OBQ,0,,https://yt3.ggpht.com/ytc/AIdro_nALx3kyVSouIYVARPHDoJFGS2_xNp4oICz5Qq3_w=s88-c-k-c0x00ffffff-no-rj,False,False,1656578804.601212,Positive
UgwucUXb78yLwahqg7N4AaABAg,Congrats on the baby and you will be fine with the BMW. 🥳👍🏼,3 years ago,@robertruehlmann3667,UC4rq-8QqYULoMMkpF9S3cwA,1,,https://yt3.ggpht.com/ytc/AIdro_l3M_WU6XtT-uhwPJjB_kZof1lpR34vqqW5vUAOHRMeqC4=s88-c-k-c0x00ffffff-no-rj,False,False,1656578804.601212,Positive
UgzuzwMpYzX819c1vH14AaABAg,Is it me or is this test reminiscent of IOS VS ANDROID,3 years ago,@ppkarmani,UCm_zAWs-x882XPtDu3QyXEw,0,,https://yt3.ggpht.com/ytc/AIdro_lXv4drG3IMiX781lU-R4W8yTANiVLikJvj_Bvl_IPCDw=s88-c-k-c0x00ffffff-no-rj,False,False,1656578804.601212,Neutral
Ugzp7n6b0kzRXTYl6p14AaABAg,"Wow, CarWow can save me thousands?
How about I just wait 3 years and save 60% plus off one of these bad boys?",3 years ago,@touchstar68,UC07BcesM-_FnKex4TnG7Waw,0,,https://yt3.ggpht.com/ytc/AIdro_mnYvK9mUADfiv8GibcuXuWGT0-Dg5Y2xcT0gdEYrFT3bE=s88-c-k-c0x00ffffff-no-rj,False,False,1656578804.60688,Positive
UgxdxGUagtIRzO9kXpZ4AaABAg,Fukin hell ya can't compare bmw to a Porsche that's a fukin insult,3 years ago,@shafqathussain4706,UCcVA72fasqFu9D0vOzv3Ung,0,,https://yt3.ggpht.com/ytc/AIdro_kw2D2Y6HSIc9lBA4CP8wGNxGtFfqNP6Eh-y5J9p74=s88-c-k-c0x00ffffff-no-rj,False,False,1656578804.60688,Negative
UgwYguXNxi9iQmU9c994AaABAg,Why don't put them in the drag race to see who wins,3 years ago,@liyemabesengile1747,UC_gX7iKNPUnlgZJq-34Qjew,0,,https://yt3.ggpht.com/ytc/AIdro_kPDMU8J-5OP_YtAcKVXOoReR_tew_AUnKDv_uWHEeEUrz_hb-YzHO526b6KJ0TceMuJQ=s88-c-k-c0x00ffffff-no-rj,False,False,1656578804.609022,Positive
UgyPu0u7JlObyLEu7_Z4AaABAg,I think Mat’s girlfriend is a little bit jealous of the BMW 🤜🤜🤜🤜🤜,3 years ago,@larserikbruun,UCjoz4J_NOVYMp075MsxYblw,0,,https://yt3.ggpht.com/ytc/AIdro_lVOAOkzjiidZGvpeK6BPbusa4TVCXHhO6hjRjBi8gk3McO=s88-c-k-c0x00ffffff-no-rj,False,False,1656578804.610308,Negative
UgzH_vASbX7pxAXeaSR4AaABAg,Can we all appreciate the BMWs colour” Isle of Man green “,3 years ago,@charliebowman1221,UCZbo7VIfqSgNANdys1rZTNA,233,7,https://yt3.ggpht.com/ytc/AIdro_nBZ6zRfvdXIaVDHcx9zvfkYkFangFs6rKfF5thvY4FBA=s88-c-k-c0x00ffffff-no-rj,False,False,1656578804.610308,Positive
Ugyb-0aYB6sAnrLvUtB4AaABAg,congrats mate,3 years ago,@mthunzidube1423,UCP4Odoaqgewbk8ed40Zh6vw,0,,https://yt3.ggpht.com/ytc/AIdro_n6LisdV4MicLmXe2p3g4IYSeVddJYtEXJ-dezTwmQ=s88-c-k-c0x00ffffff-no-rj,False,False,1656578804.612322,Positive
Ugw_186tOdsPA7hZTcR4AaABAg,Congrats on becoming a dad.,3 years ago,@Excalabur50,UC7zpNrCyjQth-KvE5NjecSw,0,,https://yt3.ggpht.com/ytc/AIdro_kYiYpdLrJzF7MqUgLLnUJ0cMbOzcvyrWvsQPUc4Cg=s88-c-k-c0x00ffffff-no-rj,False,False,1656578804.614206,Positive
Ugz7yBd5pKHdizip-SJ4AaABAg,Beauty and the f@cking damn ugly beast.... 911 all day long.,3 years ago,@wings9925,UCIR-bA05wjZ46Z1cBcOsOYA,0,,https://yt3.ggpht.com/MtqRWnE-znUWJvPYOYbJdtLnigPubEw61IFCIxFzzLy7Ro2_xtZCM5iaSk3PHAoNeV2rgOmHmuU=s88-c-k-c0x00ffffff-no-rj,False,False,1656578804.616538,Negative
Ugz5N2cHIBA9Z-ZSXYR4AaABAg,Porsche is the best value and a timeless car. And the new one is a real beauty🥰,3 years ago,@stefanthegerman3575,UCucvBcXVCE-FVk4mDdeRt7g,0,,https://yt3.ggpht.com/ytc/AIdro_nQI2F6mXz_Dd0dbEMXXHHt7bIKtiE1HgruyR2sJ1o=s88-c-k-c0x00ffffff-no-rj,False,False,1656578804.616538,Positive
UgyzPRpzlM8nXXLvKSp4AaABAg,"mat, you now is a great actor. gj",3 years ago,@antm4705,UCCnCECbVQlW1h-srfHicOBQ,0,,https://yt3.ggpht.com/ytc/AIdro_nHmDnlF_0TS37Z8TwXegqXEoDMf4A8sFAPymWRRVLGQHWvuM-7yUZM4hY3pgBya46TvA=s88-c-k-c0x00ffffff-no-rj,False,False,1656578804.616538,Positive
Ugy4GloDM3sQCWoe-st4AaABAg,You put the German bloke in… DAS BOOT,3 years ago,@Bennary,UCGc5ZHpaU2P3qVkczTm4gPg,0,,https://yt3.ggpht.com/ytc/AIdro_l_QihXv2Mqvl1077ye6ifRmRgJ8Kl5HrTjosbeJ77qOA=s88-c-k-c0x00ffffff-no-rj,False,False,1656578804.616538,Neutral
UgxtbKHGk-HK_ewuP5Z4AaABAg,1:57 😂😂,3 years ago,@hameddrisslo3525,UC4LKJaAxvO64KcCxQbg26AA,0,,https://yt3.ggpht.com/ytc/AIdro_nTqRCU1exx3k6uYpX0THiywRTGCihISjwJai1bb3M=s88-c-k-c0x00ffffff-no-rj,False,False,1656578804.616538,Positive
UgylIEemkhlP6UO9T3F4AaABAg,"""This mode, that mode"" starts to sound like total shit day by day. I guess we will never ever have ""proper"" cars ever again. Fuck you auto industry. Seriously, fuck you!",3 years ago,@skf2,UCSjszMxEGmNpXRsemheLrXQ,0,,https://yt3.ggpht.com/ytc/AIdro_ncwmXqOVCKFJOfpG8sgwX5vbdaihKItMXfS0w_Drtw=s88-c-k-c0x00ffffff-no-rj,False,False,1656578804.616538,Negative
UgzH_vASbX7pxAXeaSR4AaABAg.9QEfkrTpK6t9QNphHwK3Qo,"It’s rare that I actually like green on a car, but this one is gorgeous. I think it also helps the new m3 and m4 with the whole front grill situation.",3 years ago,@nicolasbocchino3761,UCQAwAWVH1VDyCUryZ_Le0nA,15,,https://yt3.ggpht.com/ytc/AIdro_mBum5fpai2tBhJPZtR0oZpXU4aKmN-dYzhuXt_vhw=s88-c-k-c0x00ffffff-no-rj,False,True,1656578806.415156,Positive
UgzH_vASbX7pxAXeaSR4AaABAg.9QEfkrTpK6t9QQjlBR4fw2,Inspired by the greenery of The Isle Of Man? It’s a lovely colour! 😍,3 years ago,@dan.m.e6259,UC-SDlZY5k6DymzqW6SCMshw,4,,https://yt3.ggpht.com/ay4YseCGkXwUgUGrTdoPqPtrkeRn4tikxH9fxK_YIxbY3GjNjAH2TBmtF485aIaTH5W0W6ee=s88-c-k-c0x00ffffff-no-rj,False,True,1656578806.415156,Positive
UgzH_vASbX7pxAXeaSR4AaABAg.9QEfkrTpK6t9QRRatPxVMk, @nicolasbocchino3761  don’t like that grill at all. Just got a brand new 911s. Handles great but the info system requires a MS in computer science lol,3 years ago,@joevazquez9405,UCx5ISwUY0tijFzUci7kUTiA,3,,https://yt3.ggpht.com/ytc/AIdro_kS_DFwSMWnSCOGWO_AWKqYoVEZOqRNc1PEdCog2wk=s88-c-k-c0x00ffffff-no-rj,False,True,1656578806.415156,Positive
UgzH_vASbX7pxAXeaSR4AaABAg.9QEfkrTpK6t9QRS20ehbjI," @joevazquez9405  don’t get me wrong the new grill of the m3 is hideous, but darker colors like this green help to diminish the perceived size of it. Compared to white for example, this green helps blend the black grill to the dark green.",3 years ago,@nicolasbocchino3761,UCQAwAWVH1VDyCUryZ_Le0nA,5,,https://yt3.ggpht.com/ytc/AIdro_mBum5fpai2tBhJPZtR0oZpXU4aKmN-dYzhuXt_vhw=s88-c-k-c0x00ffffff-no-rj,False,True,1656578806.415156,Positive
UgzH_vASbX7pxAXeaSR4AaABAg.9QEfkrTpK6t9QRfboBwEfp, @nicolasbocchino3761  I agree with you,3 years ago,@joevazquez9405,UCx5ISwUY0tijFzUci7kUTiA,1,,https://yt3.ggpht.com/ytc/AIdro_kS_DFwSMWnSCOGWO_AWKqYoVEZOqRNc1PEdCog2wk=s88-c-k-c0x00ffffff-no-rj,False,True,1656578806.415156,Positive
UgzH_vASbX7pxAXeaSR4AaABAg.9QEfkrTpK6t9TX0cMSKRfG," @nicolasbocchino3761  I'm one of those that didn't dislike the grill at all... and when I looked it in person, I actually liked it haha. For me at least, It made the car look more aggressive.",3 years ago (edited),@vampbl7291,UCVzxRT0zvkEqaY5QsE_XByg,6,,https://yt3.ggpht.com/ytc/AIdro_mXbxddOJAOFJ4z0sn7DPbVVPDq359z5PXZYQUDhwDxpsI=s88-c-k-c0x00ffffff-no-rj,False,True,1656578806.424629,Positive
UgzH_vASbX7pxAXeaSR4AaABAg.9QEfkrTpK6t9aoKXDLhRoO," @vampbl7291  I hated the grill too but went down the showroom and seen it in the flesh and it didn't look that bad to me either.....a weird feeling, but good...👍✊🤘🤘🏴󠁧󠁢󠁥󠁮󠁧󠁿🏴󠁧󠁢󠁥󠁮󠁧󠁿🏴󠁧󠁢󠁥󠁮󠁧󠁿",3 years ago,@andybennett1133,UCa0lokH6b11Cncq7YNizIcw,2,,https://yt3.ggpht.com/ytc/AIdro_lqybv1ymmQZzV-g7nROuYqYvRtqWJrzgIBL02smStPjjYqrzc547dVBcr4Ak5lP7MDAg=s88-c-k-c0x00ffffff-no-rj,False,True,1656578806.426122,Positive
UgxTIyZzXfGioICiuaR4AaABAg,Design-wise both of these are a dissapointment.,3 years ago,@Tom-sd2vi,UCj_74SrtsMAx9P1BjNZLnmg,0,,https://yt3.ggpht.com/ytc/AIdro_miC5zsWUrOoETxQtwR5kUQSyNdiaeU7HXEFampvP2cWbk=s88-c-k-c0x00ffffff-no-rj,False,False,1656578807.994033,Neutral
UgwX4E2sOKMSiss7eaR4AaABAg,"And by the way … nobody cares about road noise cos we have this amazing thing called a radio and streaming songs from our phones 😂
Oh by the way I had no idea just how short Matt is 😂😂😂😂",3 years ago,@camliv78,UC9UHiddEKoUip4DEQPaQRNg,0,,https://yt3.ggpht.com/ytc/AIdro_k4xAkgp8pzhB9vIE1QTFRBWwuaPa9gyijGY2Tgl5-CBqg=s88-c-k-c0x00ffffff-no-rj,False,False,1656578808.009845,Positive
Ugx1Pxa4j7eUDL7NbLR4AaABAg,"Love the Porsche but and a very big but is when you’ve got a family like me, then between the 2 the beemer is first class (provided they fix that seating crap in the front) …. I’ll still take an Audi though 🙂🕺",3 years ago,@camliv78,UC9UHiddEKoUip4DEQPaQRNg,0,,https://yt3.ggpht.com/ytc/AIdro_k4xAkgp8pzhB9vIE1QTFRBWwuaPa9gyijGY2Tgl5-CBqg=s88-c-k-c0x00ffffff-no-rj,False,False,1656578808.009845,Positive
UgwN1xLsT6uCZL2CsqB4AaABAg,You really don’t have to ask if we liked the videos. It’s a default 👌🏾LOVE ❤️ 👊🏾,3 years ago,@GelsonMwale,UCCoMYk-kG6a2uPmoI5HK_Cg,0,,https://yt3.ggpht.com/ytc/AIdro_mC3v5hMZCSrdzEHubcGJ2ZLsYKzxh5rPyxBE5vRB7mBeA=s88-c-k-c0x00ffffff-no-rj,False,False,1656578808.009845,Positive
UgxRZUm8bHl9tCE9IB94AaABAg,Why not use the m4 ?,3 years ago,@onegod4009,UC-Qh2D_T3ESiw_OY0vDUVZA,0,,https://yt3.ggpht.com/ytc/AIdro_mMB-nl-uDGrWQ2Ghwdui3sBWrKScXPsJtbdThzBsCohbg=s88-c-k-c0x00ffffff-no-rj,False,False,1656578808.009845,Neutral
UgxqlfOXzoWFx7hQOyx4AaABAg,"Congrats on the baby ,I was wondering where your  girlfriend disappeared to .",3 years ago,@richardgomes4332,UChKzWd0sMUPR-BfPovmrROQ,0,,https://yt3.ggpht.com/ytc/AIdro_lxLWfcNTy_DFQ5Dpr8mPtnFOku_wN9MvvLDUOYSWI=s88-c-k-c0x00ffffff-no-rj,False,False,1656578808.009845,Positive
UgztE-DxDhdbEhMAtv54AaABAg,M3C all day long. Congrats on becoming a father!,3 years ago,@luke_1152,UCTVbCUiS7a9m0lTGplixD-w,0,,https://yt3.ggpht.com/ytc/AIdro_kN4LfZTQCwTC08UAeL9YwGT90t4dRKuJDlBhiPOj7KwQ=s88-c-k-c0x00ffffff-no-rj,False,False,1656578808.009845,Positive
Ugyi_MA7mgup3lIZGyN4AaABAg,The BMW is fine with me,3 years ago,@adeyemooluwademilade7003,UCH9wMBNJr4XrjZU1zQL4f7w,0,,https://yt3.ggpht.com/Vu3xZYR1rOECvNnfUKUBxTyPPmHeclbVonYlLi2Os_94MiUHnRLFTqIo9Sm7APdwN3Pim4jyow=s88-c-k-c0x00ffffff-no-rj,False,False,1656578808.009845,Positive
UgzWnoHV6zcbpPlnkg14AaABAg,I think we all have to thank Mat for complaining about Android Auto😂😂,3 years ago,@laakamotlogelwa1459,UCKFOqPSS7sUHVnbSmKLutqA,0,,https://yt3.ggpht.com/ytc/AIdro_ne4tbBpaqFQ4IJg6_xCg5sXjEYSF1TPIkxh6pJeZ6eJJ4=s88-c-k-c0x00ffffff-no-rj,False,False,1656578808.009845,Positive
UgwS51esOIuJC_SPhFF4AaABAg,Grace Watson is just gonna be great! She has the coolest father! Just don't let Yianni uncle scare Little Grace 😂,3 years ago,@abishek4300,UCYHNaGv6avOTi3eJfOZbEgw,0,,https://yt3.ggpht.com/ytc/AIdro_lcXfID6KJuuLfaz3k7BLM4EQsOHd4GecbrAR65igmYtIFE=s88-c-k-c0x00ffffff-no-rj,False,False,1656578808.009845,Positive
UgzKjzOCIhxrUYByfBJ4AaABAg,You're parents,3 years ago,@shaolintexchrislightninga.8234,UCEl0S9WcTisjI3OJQIJr8Rw,0,,https://yt3.ggpht.com/fzH9irP9DaXPbsapxe4XE_xNyLlyDiJtx15zLQtQsBIhYq1Jf0nxKcM05xAaIjHnGrwoPEu9Ug=s88-c-k-c0x00ffffff-no-rj,False,False,1656578808.009845,Neutral
UgxNUifPXX04eumjebh4AaABAg,The birdie was quicker than the two cars!,3 years ago,@bharathb4803,UCaEzHpdPNWMsWZmSup5JFkQ,0,,https://yt3.ggpht.com/ytc/AIdro_msevKZ2qadbQ0-eM7gc_Oc-D32e3RNzAIWJ5NivS_f1X8=s88-c-k-c0x00ffffff-no-rj,False,False,1656578808.02417,Neutral
UgwJWEKiuhHMM44XdPZ4AaABAg,so now you become a daddy (congrats by the way :) ) now we want the craziest baby seat review.,3 years ago,@Matthieu260582,UCZx3FaXcitqb7b1LxoB4LGQ,0,,https://yt3.ggpht.com/ytc/AIdro_k68nik-3Qk3T0XB1eIYoFgsPy227baSQ_SXqPhuVQ=s88-c-k-c0x00ffffff-no-rj,False,False,1656578808.024942,Positive
UgwXGX8XBIuRhjrREm94AaABAg,The new BMW grille is just disgusting. It's really genuinely bad.,3 years ago,@whatarerice,UC6ZRHheU5uSQp-8mYcHgILQ,0,,https://yt3.ggpht.com/wVRf4CVB4yIlQMByhQCnmr-t2noSIbZxEvf_JJnKh4I7AMWoh8VqrbAH4c_pi0sBJTNPwp0C=s88-c-k-c0x00ffffff-no-rj,False,False,1656578808.024942,Negative
UgzMpa9W3yfPutIgwYl4AaABAg,most beautiful volkswagen beetle...in the world! 🗿,3 years ago,@joenathaniel6881,UCndPXWApjQ5m6rNlTkkpWmA,0,,https://yt3.ggpht.com/ytc/AIdro_md2NbRDg5O_AJkHTKHBrn5SEogCvXbz2960BRVzLU=s88-c-k-c0x00ffffff-no-rj,False,False,1656578808.024942,Positive
Ugwu4U5YLo5CnJ57rqJ4AaABAg,"The Porsche all day, every day, and twice on Sundays.",3 years ago,@Jeremy-mc2ut,UCSyU06Gt9SyI6-xFj2z6pVA,16,3,https://yt3.ggpht.com/ytc/AIdro_lFWbv-FCVZvB8ZslbZpnYxjlFOyku7OHrRvqD4Ch9JgBNS=s88-c-k-c0x00ffffff-no-rj,False,False,1656578808.029056,Neutral
UgxOrJKfIPTAKc5tnNR4AaABAg,"I’m dying from the face impressions, please tell me more videos with more impressions 😂😂😂🙏🏻",3 years ago,@pablo7610,UCc8HftHfuueBs7BOti_3T7Q,0,,https://yt3.ggpht.com/by1-fOzMCvs1sdtyjwCGRq8zj4IN57WUh8p6UNZGVb4frrLSYiHIb1UjZnIOwgiQEaoZ2NfRDg=s88-c-k-c0x00ffffff-no-rj,False,False,1656578808.030377,Positive
UgyNfSTIWpoNwqQOmod4AaABAg,"But.... at the end of the day it's just a 3 series beemer. Of course a premium marque such as Porsche will be desirable in comparison - any Porsche sports car is a totally different proposition to buying a mass produced brand such as bmw, Ford, Citroen, Audi etc.   No one in their right mind would choose a family supermarket runaround with a souped up engine over a prestigious brand like Porsche.",3 years ago (edited),@EnglishSpitfire,UCqJyUgqGPTtHhKMlRDxH2dQ,0,,https://yt3.ggpht.com/ytc/AIdro_ltVORFy8IHa-esL6KPBRhqb6J1UmhXglU5DBnTiPg=s88-c-k-c0x00ffffff-no-rj,False,False,1656578808.031614,Positive
Ugy6nvDbfeMhtHhzokl4AaABAg,You should get a Lotus Emira 😂,3 years ago,@thedoctormma9433,UCqQbb38up1HCa307rBo3M-g,0,,https://yt3.ggpht.com/ytc/AIdro_lWCNr2t3qNHsWmrqYJSQdLNGHYqMmJH_HmwxPEsH8=s88-c-k-c0x00ffffff-no-rj,False,False,1656578808.032164,Positive
Ugyo2XgKjwYJaMYCKKh4AaABAg,I love the look of that BMW in that color and spec.,3 years ago,@anthonymartin536,UCGbtnZT7t2WQ6ZPQqF4Milg,0,,https://yt3.ggpht.com/ytc/AIdro_nB9Tm9qpNPeUVqazDqRe4FZV6uFd0W3Uq2mMGoCDO5-URC1guRJ6X6izUpduu-J5L48g=s88-c-k-c0x00ffffff-no-rj,False,False,1656578808.032164,Positive
Ugwu4U5YLo5CnJ57rqJ4AaABAg.9QDZQZyeRGc9QI0irVdkvJ,Seriously lol bmw don’t compare to Porsche,3 years ago,@kevinblanc1741,UC8wP4N7nXJuNqLyfD6xguZA,0,,https://yt3.ggpht.com/ytc/AIdro_lJomLg-jHaac2Vit59AYF86ZuhaouYHY5tq5rapH8=s88-c-k-c0x00ffffff-no-rj,False,True,1656578809.067082,Positive
Ugwu4U5YLo5CnJ57rqJ4AaABAg.9QDZQZyeRGc9QJ_xKNIYjZ,"Good choice, but I’d rather have the bmw",3 years ago,@fifteen8850,UCje-ZRZU8_qHdMoHxBxeSew,0,,https://yt3.ggpht.com/KKlp2N7hUr7c-Uy6XCaBRmIDNbuBMDAneO1n_L3pdsO6KxS7PJMX4x4inQfpFVu-9Mh_DmfuB_Y=s88-c-k-c0x00ffffff-no-rj,False,True,1656578809.067082,Positive
Ugwu4U5YLo5CnJ57rqJ4AaABAg.9QDZQZyeRGc9QJzovH0ZRP," @fifteen8850  Love Porsche but I'll take a proper M car for everyday livability, and no rattles apparently!😄",3 years ago,@germanengineering204,UC4Jk7hOBZehtYXD_Z02w0OA,1,,https://yt3.ggpht.com/ytc/AIdro_l5ZIbBEgwtZgFkpa5rNV02u-8Vx6YggfmL2j0PeAXobTQsCm2wmmfwdUlmilBjHqr4mA=s88-c-k-c0x00ffffff-no-rj,False,True,1656578809.076332,Positive
UgwIlpTS9UOWEXjbQbl4AaABAg,Can we get Zippy to do a CARWOW car review video please!,3 years ago,@andrewdove9867,UCWs0ymBiLfSQ2WNY9wNP-lA,0,,https://yt3.ggpht.com/ytc/AIdro_nkwyjNjXiTbomljA7uogixZrzODDBJARZoRWe5u8Oz1e7OolmJA7H9ZsVkbBDlarhMIg=s88-c-k-c0x00ffffff-no-rj,False,False,1656578810.424438,Positive
UgzVDcy_5M2fsddS2gJ4AaABAg,"Porsche over BMW anytime of the day, 7 days a week.",3 years ago,@Spinnymaster91,UCXsB5PPk_4YhP3crISYhZLw,0,,https://yt3.ggpht.com/ytc/AIdro_kYofriuTCj9pqwrMYh5grr_7TI7Jwd1_9_IgR63kuW3g=s88-c-k-c0x00ffffff-no-rj,False,False,1656578810.424438,Neutral
UgxMLAs9GzUZg5lBLy14AaABAg,Did he just stand on that Porsche to get into the back of that bmw haha,3 years ago,@collykeogh,UCvoPBDspCsFYiG7d81rof6w,0,,https://yt3.ggpht.com/ytc/AIdro_n7Fom4d8vNJebYQSr9dw-le1F_wEfrRoOWqZeQ8cXC9g=s88-c-k-c0x00ffffff-no-rj,False,False,1656578810.42902,Positive
